Hanja,mean,sound,meanFiveElements,soundFiveElements
肝,"간, 간장, 마음, 요긴하다",간,수,목화
曲,"굽을,누룩, 굽다 , 굽히다 , 바르지 않다",곡,토,목성(姓)씨 사용
鏗,"금옥 소리,거문고 소리, 금옥소리 , 거문고를 타는 소리",갱,금,목토
覶,"자세할, 자세하다, 매우 정성스럽다, 즐겁게 보내다",나,화,화
柏,"잣나무, 측백나무, 잣(나무), 나무 이름",백,목,수목
央,"가운데, 가운데 , 중간, 재앙 , 넓은 모양 , 선명한 모양 , 온화한 모양 , 다하다",앙,토,토
星,"별, 별, 별 이름, 세월, 희뜩희뜩하다 불용문자 ",성,화,금토성(姓)씨 사용
啄,"쫄, (부리로) 쪼다",탁,수,화목
繽,"어지러울, 어지럽다, 성하다, 많다, 성한 모양",빈,목,수화
眠,"잠잘,휴식할, 잠자다, 쉬다, 시들다, 잠",면,목,수화
孥,"자식, 자식, 종(남의 집에서 일 하던 사람)",노,수,화
店,"가게, 가게, 상점",점,목,금수
檍,"참죽나무, 감탕나무 , 참죽나무",억,목,토목
洹,"세차게 흐를, 물 이름, 강 이름, 세차게 흐르다",환,수,토화
黅,"누른빛, 누른빛",금,토,목수
歚,"고을, 고을",선,화,금화
琬,"구슬, 서옥, 홀, 옥의 한 가지",완,금,토화
莽,"우거질, 풀(잡초), (풀)숲, 멀다, 아득하다, 넓다, 거칠다",망,목,수토
輔,"도울, 바퀴, 덧방나무, 돕다, 도움, 재상, 아전, 경기(京畿)",보,화,수
藍,"쪽(풀이름), 쪽(일년생 풀이름), 남빛, 누더기",남,목,화수
薇,"장미꽃, 고비, 백일홍 나무, 장미",미,목,수
芥,"겨자, 겨자, 티끌, 먼지",개,목,목
歇,"쉴, 쉬다, 다하다, 그치다, 헐하다",헐,금,토화
胯,"사타구니, 사타구니 , 사타구니",고,수,목
芝,"지초, 지초, 영지, 버섯, 일산(日傘)",지,목,금
荺,"연뿌리, 연뿌리, 대순",윤,목,토화
加,"더할, 더하다 ,",가,수,목
橒,"나무 무늬, 나무 무늬 , 나무의 이름",운,목,토화
歷,"지날, 지내다, 다니다, 넘다, 매기다, 어지럽다, 엇걸",역,토,토목
顙,"이마, 이마, 머리 , 꼭대기 , 뺨 , 절하다 , 이마를 땅에 대어 절하다",상,화,금토
崆,"산 이름, 산이름 , 산이 높은 모양 , 산이 높고 험하다",공,토,목토
煥,"빛날, 빛나다",환,화,토화
翳,"깃 일산, 깃 일산 , 그늘",예,화,토
礖,"돌이름, 돌 이름 , 여돌",여,금,토
詮,"설명할, 설명하다, 법, 길",전,금,금화
儲,"쌓을, 쌓다, 버금, 동궁(황태자)",저,화,금
蔦,"담쟁이, 담쟁이덩굴, 겨우살이",조,목,금
侃,"강직할, 마음이 곧은, 강직하다",간,화,목화
晃,"밝을, 밝다, 빛나다",황,화,토
熺,"밝을, 성하다 (熹와 同字)",희,화,토
篔,"왕대, 왕대 , 대 이름",운,목,토화
蛟,"교룡(뿔없는용), 교룡",교,수,목
禧,"복, 복, 행복",희,목,토
械,"기계, 형틀(차꼬 수갑 칼 등), 형틀을 채우다, 병장기, 틀, 기계",계,목,목
淬,"담금질할, 담금질하다 , 물들다, 범하다 , 차다, 목욕하다 , 힘쓰다",쉬,수,금
亐,"땅 이름, 땅의 이름 , 어조사 , ~에서 , ~부터 , ~까지",울,목,토화
燉,"빛날, 불빛 , 불 이글이글하다 , 따뜻하다",돈,화,화
龠,"피리, 피리 , 작 , 피리 , 작",약,목,토목
寧,"편안할, 편안하다, 편안히 하다",녕,화,화토
鴯,"제비, 제비",이,화,토
靼,"다룸가죽, 다룸가죽 , 부드럽다 , 오랑캐 이름 , 다룸가죽",달,금,화
縃,"서로, 서로, 다, 아전",서,목,금
慍,"성낼, 성내다, 원망하다 , 괴로워하다 , 화, 성낸 얼굴빛							慍容",온,화,토화
陌,"길, 길, 일백(100)",맥,토,수목
蘗,"황경나무, 황경나무, 황벽나무, 쓰다, 괴롭다",벽,목,수목
梱,"문지방, 문지방, 치다, 두드리다",곤,목,목화
廞,"벌여놓을, 벌여놓다, 일으키다, 노하다, 막히다",흠,목,토수
蹂,"밟을, 밟다, 짓밟다,축이다",유,토,토
紱,"인끈, 인끈 , 제복 , 입다 , 몸에 걸치다",불,목,수화
椿,"참죽나무, 참죽나무",춘,목,금화성(姓)씨 사용
慪,"공경할, 공경하다 , 삼가다 , 화내다",우,화,토
衫,"적삼, 적삼, 옷",삼,목,금수
豳,"나라 이름, 나라의 이름 , 성의 하나 , 얼룩 , 얼룩지다 , 알록달록하다",빈,수,수화
頌,"칭송할, 칭송하다, 낭송하다 , 외우다, 시체 이름 , 문체",송,화,금토
維,"바, 벼리, 바(밧줄, 굵은 줄), 매다, 오직(惟), 발어사",유,목,토
鼎,"솥, 솥, 괘 이름, 바야흐로",정,화,금토
字,"글, 글자, 자, 암컷, 정혼하다, 낳다, 기르다",자,목,금
賙,"진휼할, 진휼하다 , 주다 , 보태다 , 거두다",주,금,금
拈,"집을, 집다, 집어 들다",염,목,토수
岒,"산이 작고 높을, 산이 작고 높다 , 가지런하지 않다",겸,토,목수
蝶,"나비, 나비",접,수,금수
祊,"제사, 제사 , 읍 이름",팽,목,수토
巍,"높고 클, 높고 크다 , 장원하다 , 높고 큰 모양 , 장원",외,토,토
記,"기록할, 적다, 기억하다, 외다, 표지, 인(장), 문체 이름(사실을 그대로 적은 것), 기록하다",기,금,목
雍,"화할, 화락하다. 화목하다, 학교, 모으다, 막다",옹,화,토성(姓)씨 사용
壺,"병, 병, 박(瓠)",호,목,토
鷸,"도요새, 도요새",휼,화,토화
纜,"닻줄, (배를 매는) 닻줄",남,목,화수
益,"더할, 더하다, 더해지다, 이롭다, 많다, 이익, 더욱, 64괘의 하나",익,수,토목
䜭,"밝을, 밝다 , 준설하다",예,수,토
燖,"삶을, 삶다 ,데치다 ,튀기다 , 데우다 , 삶다",심,화,금수
齫,"이 솟아날, 이 솟아나다 , 이 빠지다 , 물다",곤,금,목화
莊,"장중할, 씩씩하다, 풀 성하다, 단정하다",장,목,금토성(姓)씨 사용
甎,"벽돌, 벽돌",전,토,금화
味,"맛, 맛, 맛보다, 뜻, 기분, 맛들이다",미,수,수
駪,"많을, 많다 , 많은 모양",신,화,금화
宇,"집, 집, 지붕, 처마, 처마밑, 하늘, 변방, 나라, 천하, 도량, 끝",우,목,토
說,"기뻐할, 기뻐하다, 즐거워하다 , 즐기다 , 공경하다",열,금,토화
嬭,"젖, 젖 , 유모 , 어머니 , 낮잠 , 기르다 , 양육하다",내,토,화
輻,"바퀴살,  ",폭,화,수목
氶,"이을, 잇다 , 받들다 , 받아들이다 , 장가들다 , 도움 , 나라 이름",승,수,금토
蛅,"쐐기, 쐐기(애벌레)",점,수,금수
馜,"진한향기, 진한 향기, 향기롭다",니,목,화
冒,"무릅쓸, 무릅쓰다, 가리다, 쓰개 건, 시기하다, 거짓으로 쓰다",모,수,수
睆,"가득 찬 모양, 가득 찬 모양 , 별이 밝은 모양 , 아름다운 모양",환,목,토화
幹,"줄기, 줄기, 근본, 재능",간,목,목화
坡,"언덕, 비탈 고개, 둑(제방)",파,토,수
夸,"자랑할, 자랑하다 , 자만하다",과,목,목
況,"하물며, 하물며, 이에, 비유하다, 견주다",황,수,토
酋,"우두머리, 오래되다, (오래 된) 술, 끝나다, 뛰어나다, 우두머리",추,금,금
攏,"누를, 누르다 , 쓰다듬다 , 묶다 , 묵다 , 합하다",롱,목,화토
帨,"수건, 수건 , 손을 씻다",세,목,금
儀,"모양, 거동, 법, 본보기, 예절, 본뜨다, 짝짓다, 헤아리다, 마땅하다",의,화,토
洬,"비 올, 비가 오다 , 큰 비바람",속,수,금목
虍,"호피 무늬,  ",호,목,토
淦,"물 이름, 물의 이름 , 가라앉다 , 침몰하다",감,수,목수
梁,"들보, 들보, 돌다리, 징검돌",량,목,화토성(姓)씨 사용
楪,"마루, 마루 , 평상, 접다 , 들창",접,목,금수
君,"임금, 임금, 남편, 군자, 그대, 봉작, 군 불용문자 ",군,수,목화성(姓)씨 사용
奶,"젖, 젖 , 유모 , 어머니 , 낮잠 , 기르다 , 양육하다",내,토,화
厲,"갈, 갈다 , 괴롭다 , 힘쓰다 , 높다 , 사납다 , 위태롭다 , 빠르다 , 맑다",려,토,화
藩,"울타리, 울(타리), 지경, 지키다",번,목,수화
林,"수풀, 수풀, 모임, 사물이 많이 모이는 곳 , 야외, 시골, 임금, 많은 모양",임,목,토수성(姓)씨 사용
句,"글귀, 글귀, 구절, 굽다, 막다, 세다, 당기다",귀,수,목
蔓,"넝쿨, 덩굴, 덩굴풀, 덩굴이 지다, 감다, 퍼지다,뻗다",만,목,수화
欒,"둥글, 둥글다,야위다, 이름, 가름대",란,목,화
曮,"해 다닐, 해가 다니다 , 해 운행길",엄,화,토수
滌,"씻을, 씻다, 닦다, 청소하다, (짐승을 기르는) 우리",척,수,금목
慧,"지혜, 슬기롭다, 총명하다, 지혜롭다",혜,화,토
朌,"나눌, 나누다, 구실 매기다 , 높다 , 머리 크다",반,수,수화
豌,"완두, 완두 , 콩엿",완,화,토화
墩,"돈대, 약간 높직하고 평평한 땅",돈,토,화
鏖,"오살할, 오살하다 , 격렬하게",오,금,토
岊,"산굽이, 산굽이 , 산모퉁이",절,토,금화
釀,"술 빚을, 술을 빚다 , 양조하다 , 꿀을 만들다 , 점차 생기다 , 조성해 내다 , 술",양,금,토
麏,"노루, 노루",균,토,목화
偶,"짝, 짝, 짝수, 배필, 무리, 허수아비, 짝짓다, 대하다",우,화,토
釜,"가마, 가마, 솥의 범칭",부,금,수
鉢,"바리때, 바리때(종의 밥그릇. 梵語 patra의 略), 바리, 주발",발,금,수화
鄣,"고을 이름,막을, 고을 이름 , 장애 , 보루",장,토,금토
潔,"맑을, 깨끗하다, 깨끗이 하다",결,수,목화
停,"머무를, 머무르다, 멈추다",정,화,금토
澤,"못, 못, 윤, 윤이 나다, 윤택하게 하다, 우로, 은덕, 유풍",택,수,화목
嗃,"엄할, 엄하다 , 냉엄하다 , 엄한 모양",학,수,토목
暎,"비칠, 비치다, 반사하다, 비추다, 덮다, 덮어 가리다, 햇빛, 햇살",영,화,토
堡,"막을, 작은 성, 둑, 제방",보,토,수
榿,"오리나무, 오리나무",기,목,목
灐,"물이름, 물 이름",형,수,토
浮,"뜰, 뜨다 , 떠다니다 , 떠서 움직이다 , 가볍다",부,수,수
贐,"전별할, 전별하다 , 예물 , 보배 , 노자",신,금,금화
房,"방, 방, 곁방, 집, 전동, 송이, 별 이름",방,목,수토성(姓)씨 사용
飦,"죽, 죽(물이 많은 음식) , 된죽 , 범벅",전,수,금화
瑜,"아름다울, 광채가 있는 아름다운 옥의 한 가지, 옥빛",유,금,토
匱,"다할,상자, 다하다 , 없다 , 모자라다 , 결핍되다, 탕진하다, 상자",궤,목,목
嶾,"산 높을, 산이 높다",은,토,토화
易,"바꿀, 바꾸다, 교환하다, 전파하다, 바뀌다, 다르다 , 어기다, 주역",역,화,토목
誕,"태어날, 낳다, 태어나다, 이에(乃), 거짓(말), 속이다",탄,금,화
褌,"잠방이,속옷, 잠방이 , 속옷",곤,목,목화
縷,"실, 실, 올, 자세하다, 잘게 썰다",루,목,화
雋,"영특할, 영특하다, 우수하다",준,화,금화
歛,"줄, 주다 , 바라다 , 탐하다, 주다",감,화,목수
東,"동녘,모 , 동녘, 동쪽 지방",방,목,수토성(姓)씨 사용
膩,"미끄러울, 기름지다, 매끄럽다, 물리다",이,수,토
斁,"섞을, 섞다 , 깨다, 정도, 싫어하다 , 싫증나다 , 가리다, 마치다,",두,금,화
讞,"평의할, 평의하다 , 묻다 , 아뢰다 , 정직하다 , 평의하다",언,금,토화
嘲,"비웃을, 비웃다, 조롱하다, 지저귀다",조,수,금
隣,"이웃, 이웃, 이웃한 사람, 보필, 수레 소리",린,토,화
棣,"산앵두나무, 산앵두나무 , 성의 하나 , 통하다 , 익숙하다",체,목,금
篦,"빗치개, 빗치개 , 통발",비,목,수
櫂,"노,  ",도,목,화
韡,"활짝 필, 활짝 피다, 성하다, 빛나다, 꽃이 활짝",위,금,토
洌,"맑을, 맑다, 물이 맑다",렬,수,화
嵂,"가파를, 가파르다 , 산이 높고 험한 모양",율,토,토화
甲,"갑옷, 첫째 천간, 첫째(가다), 시작하다, 껍질 껍데기, 갑옷, 손톱, 등, 아무 불용문자 ",갑,목,목수
輨,"줏대,비녀장,중요부분, 줏대, 주요한 곳, 비녀장",관,화,목화
饋,"보낼, 먹이다, (음식을) 보내다, 권하다, 식사",궤,수,목
楡,"느릅나무, 느릅나무",유,목,토
䤥,"삽, 삽, 두견새 , 뻐꾸기",귀,금,목
慣,"익숙할, 익숙하다, 버릇",관,화,목화
路,"길, 길, 크다, 고달프다, 수레",로,토,화성(姓)씨 사용
旴,"클, 크다 , 해뜨다 , 해돋는 모양",우,화,토
彆,"활 뒤틀릴, 활이 뒤틀리다 , 활짱이 뒤틀리다",별,화,수화
釩,"떨칠, 떨치다 , 그릇 , 잔",범,금,수
楨,"광나무, 광나무, 기둥",정,목,금토
稘,"일주년, 돌 , 일주년 , 짚 , 볏짚 , 콩대 , 콩",기,목,목
䄷,"섬, 섬",석,금,금목
辟,"임금, 임금, 임, 법, 허물, 절름발이, 길쌈하다, 부르다, 다스리다",벽,금,수목
璅,"옥돌, 옥돌, 옥 울리는 소리, 궁문을 아로새긴 장식",소,금,금
亹,"힘쓸, 힘쓰다 , 부지런하다 , 흐르다 , 달리다 , 아름답다",미,수,수
瓮,"독, 독 , 항아리 , 물 장군",옹,토,토
埇,"길돋울, 길을 돋우다, 골목길",용,토,토
罇,"술두루미, 술두루미 , 술 단지 , 술잔",준,토,금화
閶,"문, 문 , 하늘의 문 , 대궐의 문 , 서풍",창,목,금토
古,"옛, 예전, 선조, 묵다, 예스럽다",고,수,목
倢,"빠를, 빠르다, 민첩하다 , 굳세다 , 여관 이름",첩,화,금수
耒,"가래(쟁기), 가래, 쟁기",뢰,토,화
錞,"쇠북악기, 악기 이름 , 의거하다 , 창고달",순,금,금화
聲,"소리, 소리 , 풍류 , 노래 , 이름 , 명예 , 사성 , 소리를 내다",성,화,금토
董,"감독할, 감독하다, 거두다, 굳다, 묻다, 움직이다",동,목,화토성(姓)씨 사용
爗,"빛날, 빛나다 , 불 성하다 , 번쩍번쩍하다 , 불빛",엽,화,토수
秬,"검은 기장, 검은 기장(볏과의 한해살이풀)",거,목,목
脈,"맥, 맥(피가 순환하는 줄기), 연달아 하다",맥,수,수목
裳,"치마, 치마 , 아랫도리 옷 , 바지 따위 , 산뜻한 모양 , 보통",상,목,금토
售,"팔, 팔다 , 사다 , 실현하다 , 시집가다 , 과거",수,수,금
糕,"떡,경단, 떡 , 가루떡 , 경단",고,목,목
玟,"옥돌, 옥돌, 아름다운 돌",민,금,수화
澈,"물맑을, 물이 맑다",철,수,금화
撟,"들, 들다 , 모두 들다 , 안마하다, 바로잡다 , 굽히다, 핑계를 대다",교,목,목
幃,"휘장, 휘장 , 향낭",위,목,토
綰,"얽을,  ",관,목,목화
漚,"담글,갈매기, 담그다 , 향기짙은 모양 , 거품 , 강의 이름 , 갈매기",구,수,목
艴,"발끈할, 발끈하다 , 색을 칠하다 , 성난 얼굴 , 새벽 , 발끈하다",불,토,수화
櫚,"종려, 종려나무(종려과나무))",여,목,토
来,"올, 오다",래,목,화
蝀,"무지개, 무지개",동,수,화토
棽,"무성할, 무성하다, 우거지다, 뒤덮히다, 무성한 모양				&,",침,목,금수
崕,"언덕, 언덕 , 벼랑, 모, 끝, 물가, 눈초리 , 모나다",애,토,토
睇,"흘깃 볼, 흘깃 보다 , 훔쳐보다 , 한눈팔다 , 우러러보다",제,목,금
匏,"박, 박, 바가지",포,목,수
琲,"구슬꿰미, 구슬꿰미 , 꿰다",배,금,수
㔡,"클, 크다 , 힘센 모양",별,토,수화
鎤,"종소리, 종소리 , 방울",황,금,토
森,"수풀, 나무가 빽빽히 들어서다, 성하다, 으쓱하다, 늘어서다",삼,목,금수성(姓)씨 사용
纂,"모을, 모으다, 잇다, 붉은 끈",찬,목,금화
演,"펼, 멀리 흐르다, 넓게 미치다, 부연하다, 윤택하다, 펴다,",연,수,토화
廊,"행랑, 사랑채 , 딴채 , 곁채 , 행랑",랑,목,화토
頷,"끄덕일, 끄덕이다 , 턱, 굶어 누렇게 뜬 모양 , 부황",암,화,토수
嗅,"맡을, (냄새를) 맡다",후,수,토
瞭,"밝을, 맑다, 밝다, 아득하다",료,목,화
榑,"부상, 부상 , 뽕나무 , 해돋이",부,목,수
靘,"검푸른빛, 검푸른빛 , 그늘진 곳",정,목,금토
月,"달, 달, 세월, 달빛 , 달을 세는 단위 , 한 달, 월경, 다달이 불용문자 ",월,수,토화
契,"맺을, 맺다, 계약, 계약서, 합치하다",계,목,목
夜,"밤, 밤 , 저녁 무렵, 한밤중, 침실 , 어두워지다 , 쉬다, 고을 이름 , 진액",야,수,토성(姓)씨 사용
浬,"해리, 해리 , 추장 이름",이,수,토
嫯,"교만할, 교만하다 , 깔보다",오,토,토
良,"어질, 어질다, 곧다, 좋다, 아름답다, 길하다, 진실로 불용문자 ",량,토,화토
諳,"외울, 외우다, 글을 외우다 , 알다 , 깨닫다 , 기억하다 , 큰소리",암,금,토수
橊,"석류나무, 석류나무 , 짐승 이름",류,목,화
娿,"아리따울, 아리땁다, 머뭇거리다",아,토,토
滭,"용솟음할, 용솟음하다 , 샘물이 용솟음 치는 모양",필,수,수화
㛄,"여자의 자, 여자의 자",의,토,토
軼,"앞지를, 앞지르다 , 뛰어나다 , 우수하다 , 잃다 , 흩어져 없어지다 , 지나다",일,화,토화
筳,"가는 대, 가는 대 , 댓가지",정,목,금토
艀,"작은 배, 작은 배 , 거룻배",부,목,수
嫥,"오로지, 오로지, 사랑스럽다 , 전일하다",전,토,금화
湅,"익힐, 익히다 , 단련하다 , 연습하다 , 훈련하다",련,수,화
緞,"비단, 비단의 한 가지로 바탕이 곱고 광택이 있으며 두꺼움",단,목,화
蚰,"그리마, 그리마",유,수,토
嬥,"날씬할, 날씬하다 , 아리땁다 , 바꾸다 , 오가다 , 매정하다",조,토,금
諉,"번거롭게 할, 번거롭게 하다 , 핑계대다 , 맡기다",위,금,토
羖,"검은 암양,거세한 양, 검은 암양 , 거세한 양",고,토,목
汎,"넓을, (물에) 뜨다, 넓다, 광대하다",범,수,수
遍,"두루, 두루, 두루 미치다, 번(횟수)",편,토,수화
筑,"악기이름, 거문고 비슷한 현악기",축,목,금목
猶,"오히려, 오히려, 가히, 망설이다, 같다, 꾀(하다), 말미암다(=由)",유,토,토
薰,"향기풀, 향풀, 향내, 향기롭다",훈,목,토화
奭,"클, 크다 , 성하다(盛--: 기운이나 세력이 한창 왕성하다) , 풀리다, 붉다 (혁) , 성",석,화,금목
挐,"끌, 붙잡다, 쥐다, 비비다",여,목,토
象,"코끼리, 코끼리, 상아, 형상, 꼴, 모양, 법도, 길 도, 본뜨다,",상,수,금토
渲,"물적실, 바림, 작은 흐름",선,수,금화
錫,"주석, 주석, 주다, 석장 불용문자 ",석,금,금목
裒,"모을, 모으다 , 모이다 , 줄다 , 덜다 , 사로잡다 , 많다",부,목,수
調,"아침, 고르다, 조절하다,",주,금,금
儆,"경계할, 경계하다 , 주의시키다 , 미리 조심하다 , 위급한일",경,화,목토
漙,"이슬 많을, 이슬 많다 , 둥글다 , 이슬이 많이 내린 모양",단,수,화
千,"일천, 일 천, 천 번, 밭두둑(阡) 불용문자 ",천,수,금화성(姓)씨 사용
麋,"큰 사슴, 큰 사슴 , 눈썹, 궁궁이",미,토,수
餐,"밥, 먹다,; 음식, 샛밥(간식), 거두다",찬,수,금화
斝,"술잔, 술잔 , 옥잔",가,화,목
計,"계산, 세다, 꾀, 꾀하다, 셈, 셈하다",계,금,목
享,"드릴,누릴, 누리다, 드리다, 제사 지내다",향,토,토
略,"간략할, 다스리다, 돌다, 간략하다, 노략질하다, 범하다, 날카롭다",략,토,화목
芼,"우거질, 뽑다, 솎다, 국, 풀",모,목,수
㻭,"푸른 구슬, 푸른 구슬",슬,금,금화
鏋,"금, 금 , 순금 , 금정틀",만,금,수화
鋼,"강철, 강철",강,금,목토
扮,"꾸밀, 꾸미다, 매만져 차리다 , 아우르다 , 합하다",분,목,수화
儧,"모을,  ",찬,화,금화
瑀,"패옥(패물이름), 패옥 , 옥돌, 옥버금가는 돌",우,금,토
彼,"저, 저, 그, 저쪽",피,화,수
灼,"사를, 사르다, 밝다, 굽다, 성한 모양",작,화,금목
躊,"머뭇거릴, 머뭇거리다, 망설이다",주,토,금
只,"다만, 다만, 말을 그치다",지,수,금
黍,"기장, 기장, 메기장, 무게의 단위(기장 한 알의 중량. 전하여 극소의 중량), 술그릇(3되 들이)",서,수,금
璃,"유리, 유리 , 구슬 이름",리,금,화
學,"배울, 배우다, 학자, 학문, 학교 불용문자 ",학,수,토목
葩,"꽃, 꽃 , 화려하다",파,목,수
筆,"붓, 붓, 모필, (붓으로) 쓰다",필,목,수화
合,"합할,쪽문, 합하(치)다, 모이다, 적합하다, 만나다",합,수,토수
纈,"홀치기 염색, 홀치기 염색 , 무늬 있는 비단",힐,목,토화
業,"업, 업, 일, 종다는 널, 업으로 삼다, 공, 공적, 이미, 위태롭다, 시작하다",업,목,토수
孛,"살별, 살별 , 빛이 환히 빛나는 모양 , 어지럽히다 , 안색 변하다",패,수,수
曞,"퍼질, (햇살이)퍼지다",려,화,화
孚,"기쁠, 미쁘다 , 붙다, 달리다 ,깨다 , 기르다, 빛나다 , 껍질",부,수,수
剃,"머리깎을, 머리를 깎다",체,금,금
眐,"바라볼, 바라보다 , 홀로 가는 모양",정,목,금토
嶰,"골짜기, 산골짜기 , 골짜기 이름 , 떨어진 산",해,토,토
鵁,"해오라기, 해오라기 , 백로",교,화,목
輪,"바퀴, 바퀴 , 수레 , 땅갈이 , 둘레 , 세로 , 성(姓)의 하나 , 돌다 , 우렁차다",윤,화,토화
烜,"마를, 마르다 , 말리다 , 빛나다",훤,화,토화
䚷,"진실한 말, 진실한 말,정성어린 말",혜,금,토
缶,"장군, 장군 양병, 질장구,",부,토,수
邾,"나라 이름, 나라의 이름 , 고을 이름",주,토,금
璿,"아름다울옥, 아름다운 옥의 한 가지, 선기",선,금,금화
茶,"차,  ",차,목,금
唱,"노래부를, (노래를) 부르다, 노래",창,수,금토
嫄,"사람이름, 사람 이름 , 여자",원,토,토화
辰,"별, 다섯째 지지, 지지, 별 이름 불용문자 ",진,토,금화
嬪,"계집, 아내, 시집가다, 궁녀, 많다",빈,토,수화
蘿,"쑥(나물종류), 쑥, 여라(이끼), 풀가사리",라,목,화
糖,"엿, 엿( 엿기름으로만든",탕,목,화토
鈞,"무거울, 서른 근, 녹로(오지 그릇을 만드는데 쓰이는 바퀴 모양의 연장), 고르(게하)다, 고루",균,금,목화
擥,"가질, 가지다, 잡다, 쥐다",람,목,화수
颱,"태풍, 큰바람 , 몹시 부는 바람",태,목,화
弥,"퍼질, 미륵, 두루, 널리, 더욱, 멀리, 갓난아이, 장식, 물이 꽉 찬",미,금,수
螭,"교룡,용의암컷, 교룡",이,수,토
韓,"나라, 나라 이름, 우물 난간 불용문자 ",한,금,토화성(姓)씨 사용
鑠,"녹일, 녹이다, 녹다, 아름답다, 정정하다",삭,금,금목
菅,"골풀, 솔새",관,목,목화
悅,"기뻐할, 기쁘다 , 기뻐하다 , 심복하다",열,화,토화
刖,"벨, 베다 , 자르다 , 위태롭다 , 발꿈치 베는 형벌",월,금,토화
粤,"어조사, 어조사 , 나라의 이름 , 땅의 이름 , 성의 하나 , 두텁다",월,목,토화
紃,"끈, 끈, 법 , 쫓다 , 끈, 법 , 좇다",순,목,금화
譚,"클, 편안하다, 붙다, 깊다, 나라 이름",담,금,화수
跆,"밝을, 짓밟다, 유린하다",태,토,화
幅,"폭, 폭(넓이), 가장자리, 포백(직물), 족자",폭,목,수목
皴,"틀, 트다 , 주름 잡히다 , 주름 , 화법의 하나",준,금,금화
柹,"감나무, 감나무 , 감",시,목,금
汕,"오구, 오구, 오구로 떠서 물고기를 잡다, 물고기가 헤엄치는 모양",산,수,금화
忨,"희롱할, 희롱하다, 장난하다 , 가지고 놀다 , 깔보다 , 탐하다",완,화,토화
珝,"옥이름, 옥 이름",후,금,토
揖,"읍할(절을하다), 읍하다, 사양하다",읍,목,토수
撩,"다스릴, 다스리다 , 돋우다 , 가지다 , 놀리다",요,목,토
嘌,"빠를, 빠르다 , 어지럽다 , 흔들리다 , 절도가 없다 , 흔들리는 모양",표,수,수
隷,"종, 종, 죄인,",예,수,토
穅,"겨(곡식 껍데기), 겨(곡식의 껍데기) , 쌀겨",강,목,목토
訊,"물을, 묻다, 간하다, 나무라다, 다스리다",신,금,금화
竦,"공경할, 공경하다, 두려워하다, 놀라다, 올리다, 움츠리다, 발돋움하다",송,금,금토
崽,"자식, 자식 , 저것 , 자식 , 저것 , 자식",재,토,금
埈,"가파를, 가파르다, 높이 솟다, 험하다",준,토,금화
蔽,"가릴, 가리다, 덮다, (단)정하다, 주사위",폐,목,수
逞,"쾌할, 쾌하다, 쾌하게 하다 , 굳세다, 다하다, 왕성하다",령,토,화토
寤,"잠 깰, 잠 깨다 , 깨닫다, 만나다 , 꿈 , 거꾸로",오,목,토
料,"자료, 헤아리다,",요,화,토
鉀,"갑옷, 갑옷",갑,금,목수
實,"이를,  ",지,목,금
反,"돌이킬, 돌이키다,; 뒤집다, 엎어지다, (돌아)오다, 배반하다, 도리어",반,수,수화
客,"손, 손님, 나그네, 사람, 지난 세월",객,목,목
冽,"맑을, 차다",렬,수,화
牙,"어금니, 어금니, 깨물다, 대장기 불용문자 ",아,금,토
攬,"가질, 잡다, 손에 쥐다, 따다",남,목,화수
箇,"낱, 낱, 이(此), 어조사, 個의 俗字",개,목,목
鑢,"줄, 쇠붙이를 쓰는 연장 , 줄로 쓰다 , 갈다",려,금,화
芪,"단너삼, 단너삼 , 지모 , 남오미자",기,목,목
猷,"꾀, 꾀, 꾀하다, 그리다, 길, 같다, 아(탄식)",유,토,토
寛,"너그러울, 불용문자 ",관,목,목화
洞,"밝을, 꿰뚫다",통,수,화토
侒,"편안할, 편안하다 , 늦다 , 잔치하다",안,화,토화
韠,"슬갑(바지위에 입는옷), 슬갑, 폐슬",필,금,수화
簇,"가는 대,모일, 조릿대, 모이다, 떼, 무리, 살촉(鏃)",족,목,금목
耔,"북 돋울, 식물의 뿌리를 싸고 있는 흙을 돋우다, 돋우어 가꾸다",자,토,금
凍,"얼, 얼다 , 춥다, 얼음 , 소나기",동,수,화토
肱,"팔뚝, 팔뚝",굉,수,목토
僄,"날랠,가벼울, 날래다 , 재빠르다 , 가볍다 , 경솔하다 , 경박하다",표,화,수
瓊,"구슬, 아름다운 붉은 옥의 한 가지",경,금,목토
鑼,"징, 징(악기종류), 동발, 자바라",라,금,화
輰,"수레, 수레 , 상여",양,화,토
宬,"서고, 서고 , 장서실",성,목,금토
酒,"술, 술, 잔치(주연)",주,금,금
儒,"선비, 선비, 유교, 약하다, 난장이",유,화,토
邏,"순라, 돌다, 순찰하다, 연하 따위가 산에 끼이다, 순찰하는 사람",나,토,화
敃,"강인할, 강인하다 , 굳세다 , 힘쓰다 , 어지럽다",민,금,수화
頤,"턱, 턱 , 아래턱 , 괘의 이름 , 기르다",이,화,토
浪,"물결, 물결, 파도, 물결이 일다",낭,수,화토
橚,"줄지어 설, 줄지어 서다 , 밋밋하다 , 무성하다 , 우거지다 , 개오동나무",숙,목,금목
渠,"도랑, 도랑, 크다",거,수,목
酎,"전국술, 진한 술, 세 번 빚은 술, 주금",주,금,금
顱,"머리뼈, 머리뼈 , 두개골 , 해골 , 촉루",로,화,화
