question,answer
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
경수(涇茱)
경(涇): 통할, 자원오행 수
수(茱): 수유, 자원오행 목

지한(禔汗)
지(禔): 복, 자원오행 목
한(汗): 땀, 자원오행 수

호영(滸䀴)
호(滸): 물가, 자원오행 수
영(䀴): 똑바로, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
단우(漙藕)
단(漙): 이슬, 자원오행 수
우(藕): 연뿌리, 자원오행 목

호영(蝴荣)
호(蝴): 나비, 자원오행 수
영(荣): 영화, 자원오행 목

세종(帨淙)
세(帨): 수건, 자원오행 목
종(淙): 물소리, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
유지(楢只)
유(楢): 졸참나무, 자원오행 목
지(只): 다만, 자원오행 수

진형(禛瀅)
진(禛): 복받을, 자원오행 목
형(瀅): 맑을, 자원오행 수

동윤(動荺)
동(動): 움직일, 자원오행 수
윤(荺): 연뿌리, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
제우(済盱)
제(済): 건널, 자원오행 수
우(盱): 쳐다볼, 자원오행 목

태영(太朠)
태(太): 클, 자원오행 목
영(朠): 달빛, 자원오행 수

영현(濴絃)
영(濴): 물이, 자원오행 수
현(絃): 풍류줄, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
상준(廂濬)
상(廂): 행랑, 자원오행 목
준(濬): 깊을, 자원오행 수

수명(颼名)
수(颼): 바람, 자원오행 목
명(名): 이름, 자원오행 수

이도(螭稻)
이(螭): 교룡, 자원오행 수
도(稻): 벼, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
서준(稰凖)
서(稰): 가을할, 자원오행 목
준(凖): 준할, 자원오행 수

현근(呟廑)
현(呟): 소리, 자원오행 수
근(廑): 겨우, 자원오행 목

연호(椽呼)
연(椽): 서까래, 자원오행 목
호(呼): 부를, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
호진(浩蓁)
호(浩): 넓을, 자원오행 수
진(蓁): 숲, 자원오행 목

로이(澇莅)
로(澇): 큰, 자원오행 수
이(莅): 다다를, 자원오행 목

찬영(澯秢)
찬(澯): 물맑을, 자원오행 수
영(秢): 벼, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
유찬(溜攢)
유(溜): 처마물, 자원오행 수
찬(攢): 모일, 자원오행 목

승우(榺亴)
승(榺): 잉아, 자원오행 목
우(亴): 날(날다), 자원오행 수

호영(虍蠑)
호(虍): 호피, 자원오행 목
영(蠑): 영원, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
연호(漣弧)
연(漣): 잔물결, 자원오행 수
호(弧): 활, 자원오행 목

희수(嘻豎)
희(嘻): 화락할, 자원오행 수
수(豎): 세울, 자원오행 목

상우(塽鮮)
상(塽): 높고, 자원오행 목
우(鮮): 고울, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
현조(絃噪)
현(絃): 풍류줄, 자원오행 목
조(噪): 떠들썩할, 자원오행 수

지운(汦篔)
지(汦): 붙을, 자원오행 수
운(篔): 왕대, 자원오행 목

연준(淵寯)
연(淵): 못, 자원오행 수
준(寯): 모일, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
정현(霆絃)
정(霆): 천둥, 자원오행 수
현(絃): 풍류줄, 자원오행 목

수호(豎胡)
수(豎): 세울, 자원오행 목
호(胡): 어찌, 자원오행 수

도원(闍園)
도(闍): 망루, 자원오행 목
원(園): 동산, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
기림(嗜林)
기(嗜): 즐길, 자원오행 수
림(林): 수풀, 자원오행 목

우빈(右蘋)
우(右): 오른쪽, 자원오행 수
빈(蘋): 네가래, 자원오행 목

주호(主呼)
주(主): 주인, 자원오행 목
호(呼): 부를, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
감찬(淦欑)
감(淦): 물, 자원오행 수
찬(欑): 모을, 자원오행 목

은호(濦糊)
은(濦): 강, 자원오행 수
호(糊): 풀칠할, 자원오행 목

도담(掉噉)
도(掉): 흔들, 자원오행 목
담(噉): 먹을, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 2개, 수는 0개, 토는 2개, 금은 2개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","목, 수가 없는 사주입니다. 따라서 목과 수의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 목과 수를 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
시원(蓍員)
시(蓍): 톱풀, 자원오행 목
원(員): 수효, 자원오행 수

지용(池宂)
지(池): 연못, 자원오행 수
용(宂): 한가로울, 자원오행 목

도윤(稻潤)
도(稻): 벼, 자원오행 목
윤(潤): 윤택할, 자원오행 수
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
태오(珆寤)
태(珆): 옥, 자원오행 금
오(寤): 잠, 자원오행 목

이건(珆睷)
이(珆): 옥돌, 자원오행 금
건(睷): 눈으로, 자원오행 목

선호(琁蔰)
선(琁): 옥돌, 자원오행 금
호(蔰): 빛, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
태윤(抬贇)
태(抬): 매질할, 자원오행 목
윤(贇): 예쁠, 자원오행 금

로건(虏乹)
로(虏): 사로잡을, 자원오행 목
건(乹): 하늘, 자원오행 금

수호(穂護)
수(穂): 이삭, 자원오행 목
호(護): 호위할, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
정재(錠才)
정(錠): 덩어리, 자원오행 금
재(才): 재주, 자원오행 목

도운(檮韵)
도(檮): 등걸, 자원오행 목
운(韵): 운, 자원오행 금

여준(礪樽)
여(礪): 숫돌, 자원오행 금
준(樽): 술통, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
강윤(强荺)
강(强): 강할, 자원오행 금
윤(荺): 연뿌리, 자원오행 목

경수(璄搜)
경(璄): 옥빛, 자원오행 금
수(搜): 찾을, 자원오행 목

유건(琉建)
유(琉): 유리, 자원오행 금
건(建): 세울, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
세종(勢綜)
세(勢): 형세, 자원오행 금
종(綜): 잉아, 자원오행 목

우찬(玗攢)
우(玗): 옥돌, 자원오행 금
찬(攢): 모일, 자원오행 목

동영(苳瓔)
동(苳): 겨우살이, 자원오행 목
영(瓔): 구슬목걸이, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
건우(揵釪)
건(揵): 멜, 자원오행 목
우(釪): 악기이름, 자원오행 금

성호(珹蔰)
성(珹): 옥, 자원오행 금
호(蔰): 빛, 자원오행 목

은찬(蒑鑽)
은(蒑): 풀빛, 자원오행 목
찬(鑽): 끌, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
정훈(精訓)
정(精): 쏧을, 자원오행 목
훈(訓): 가르칠, 자원오행 금

진온(鉁蘊)
진(鉁): 보배, 자원오행 금
온(蘊): 쌓을, 자원오행 목

시언(諟彥)
시(諟): 이, 자원오행 금
언(彥): 선비, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
정환(庭環)
정(庭): 뜰, 자원오행 목
환(環): 둘릴, 자원오행 금

로원(艪瑗)
로(艪): 노, 자원오행 목
원(瑗): 도리옥, 자원오행 금

도원(萄貟)
도(萄): 포도, 자원오행 목
원(貟): 수효, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
태규(鈦槻)
태(鈦): 티타늄, 자원오행 금
규(槻): 물푸레나무, 자원오행 목

현호(玹號)
현(玹): 옥돌, 자원오행 금
호(號): 이름, 자원오행 목

경주(莖賙)
경(莖): 줄기, 자원오행 목
주(賙): 진휼할, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
세종(繐鍾)
세(繐): 베, 자원오행 목
종(鍾): 술병, 자원오행 금

정빈(整矉)
정(整): 가지런할, 자원오행 금
빈(矉): 찡그릴, 자원오행 목

이도(貽稌)
이(貽): 끼칠, 자원오행 금
도(稌): 찰벼, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
이건(貽巾)
이(貽): 끼칠, 자원오행 금
건(巾): 수건, 자원오행 목

현빈(舷贇)
현(舷): 뱃전, 자원오행 목
빈(贇): 예쁠, 자원오행 금

성윤(瑆綸)
성(瑆): 옥빛, 자원오행 금
윤(綸): 실, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
동영(苳韺)
동(苳): 겨우살이, 자원오행 목
영(韺): 풍류, 자원오행 금

은찬(訢欑)
은(訢): 화평할, 자원오행 금
찬(欑): 모을, 자원오행 목

승민(榺瑉)
승(榺): 잉아, 자원오행 목
민(瑉): 옥돌, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
강준(講撙)
강(講): 익힐, 자원오행 금
준(撙): 누를, 자원오행 목

정빈(掟璸)
정(掟): 벌릴, 자원오행 목
빈(璸): 구슬이름, 자원오행 금

경주(褧賙)
경(褧): 홑옷, 자원오행 목
주(賙): 진휼할, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
근원(瑾褑)
근(瑾): 붉은옥, 자원오행 금
원(褑): 패옥, 자원오행 목

유준(琟樽)
유(琟): 옥돌, 자원오행 금
준(樽): 술통, 자원오행 목

서호(稰祜)
서(稰): 가을할, 자원오행 목
호(祜): 복, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
지환(識絙)
지(識): 적을, 자원오행 금
환(絙): 끈, 자원오행 목

도경(擣竟)
도(擣): 찧을, 자원오행 목
경(竟): 마침내, 자원오행 금

경주(褧䝬)
경(褧): 홑옷, 자원오행 목
주(䝬): 재물, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
경수(硬宿)
경(硬): 단단할, 자원오행 금
수(宿): 별자리, 자원오행 목

태윤(颱錀)
태(颱): 태풍, 자원오행 목
윤(錀): 금, 자원오행 금

상윤(鎟掄)
상(鎟): 방울, 자원오행 금
윤(掄): 가릴, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
현빈(現繽)
현(現): 나타날, 자원오행 금
빈(繽): 어지러울, 자원오행 목

우성(祐省)
우(祐): 도울, 자원오행 금
성(省): 살필, 자원오행 목

선호(珗芦)
선(珗): 옥돌, 자원오행 금
호(芦): 지황, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
경준(擎竴)
경(擎): 받들, 자원오행 목
준(竴): 기쁠, 자원오행 금

정호(楨祜)
정(楨): 광나무, 자원오행 목
호(祜): 복, 자원오행 금

원교(謜攪)
원(謜): 천천히, 자원오행 금
교(攪): 흔들, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
도한(鋾罕)
도(鋾): 쇳덩이, 자원오행 금
한(罕): 드물, 자원오행 목

정호(筳頀)
정(筳): 가는, 자원오행 목
호(頀): 풍류, 자원오행 금

정수(酲粹)
정(酲): 숙취, 자원오행 금
수(粹): 순수할, 자원오행 목
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
호영(糊瑩)
호(糊): 풀칠할, 자원오행 목
영(瑩): 밝을, 자원오행 금

보관(宝貫)
보(宝): 보배, 자원오행 목
관(貫): 꿸, 자원오행 금

여준(梠皴)
여(梠): 평고대, 자원오행 목
준(皴): 틀, 자원오행 금
"
"사주에 따른 자원오행이 목은 0개, 화는 3개, 수는 3개, 토는 0개, 금은 0개일 때, 이 사주를 보완하는 남자 이름 짓고 뜻 풀이해줘","화, 수가 강하고 목, 토, 금은 없는 사주입니다. 따라서 목, 토, 금 중에 두개를 보충하면 되는데 화를 상생시키는 목과 수를 상생시키는 금을 보충하는 것이 좋습니다. 즉, 목과 금의 오행을 하나씩 보충하는 것이 좋습니다. 이를 이용해 남자 이름을 짓게 되면 인명한자 중에 금과 목을 가지는 한자 하나씩을 이용해서 조합하면 됩니다.

이름 추천
재림(捚琳)
재(捚): 손바닥에, 자원오행 목
림(琳): 아름다운옥, 자원오행 금

주환(誅擐)
주(誅): 벨, 자원오행 금
환(擐): 꿸, 자원오행 목

용우(容祐)
용(容): 얼굴, 자원오행 목
우(祐): 도울, 자원오행 금
"
